inputs,response
진료 예약을 위해 필요한 정보를 알려주세요.,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 방법은 어떤가요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약 서비스는 병원 공식 웹사이트에서 제공되나요?,"병원 공식 웹사이트에서도 제공하는 경우가 있습니다. 저희 ""Asklepios""에서도 온라인 예약이 가능하므로, 많은 이용 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약을 위해 사용하는 절차는 어떻게 되나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약은 몇 시까지 가능하나요?,"저희 ""Asklepios""는 1년 365일 24시간 가능합니다.
온라인 예약 진행 시 날짜 및 시간을 선택할 수 있으며, 진료 불가능 한 시간은 선택이 불가하므로 이용에 착오 없으시길 바랍니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약을 위해 어떤 단계를 밟아야 하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약 접수처 위치는 어디인가요?,"방문 예약하실 경우, 병원 수납처 이용을 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약 시스템은 병원 사이트에 어떻게 접속하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약은 병원 외에 다른 곳에서도 가능한가요?,"저희 ""Asklepios""는 온라인 예약을 지원합니다. 많은 이용부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약을 위해 서류를 제출해야 하나요?,"진료 내용에 따라 서류 제출 사항은 상이하므로, 해당 병원에 문의부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약 서비스는 모바일 앱에서도 가능한가요?,"저희 ""Asklepios"" 앱을 사용하시면, 앱을 이용한 온라인 예약이 가능합니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약은 병원에 직접 문의해야 하나요?,"저희 ""Asklepios""를 이용하실 경우, 직접 방문, 전화 문의 없이 온라인 예약이 가능합니다. 많은 이용 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료예약은 병원 사이트에서 찾을 수 있나요?,"병원마다 웹 사이트 운영여부가 불분명합니다. 저희 ""Asklepios""를 이용하시면 온라인 예약이 가능하니 많은 이용 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약은 전화로도 가능합니까?,"해당 병원 연락처로 문의 예약 가능합니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약을 위해 인터넷을 이용해야 하나요?,"방문 예약, 전화 예약도 가능합니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
진료 예약을 위해 필요한 정보는 무엇인가요?,"별도의 정보는 필요하지 않으나, 진료 내용에 따라 상이하므로 해당 병원 연락처로 문의 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약을 위한 접수는 어디서 진행하나요?,"방문 예약 시, 수납처를 이용 부탁드립니다.

상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
병원 예약은 병원 홈페이지에서 시작하나요?,"상단의 검색창 또는 [병원검색], [예약하기] 탭을 이용하여 예약합니다.

- 검색창 이용시 
예약하고자 하는 병원명, 진료과목 등을 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [병원검색] 이용 시 
병원검색 > 예약하고자 하는 병원 검색 > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 

- [예약하기] 이용 시 
병원찾기(주변 병원 검색) > 병원 선택 후 의사 선택 > 해당 의사의 예약 가능 날짜 및 시간 선택 > 예약하기 "
